x,y,z,u,v,w
-50.0,-5.0,-55.0,-0.056709,-0.020015,0.074454
-50.0,-5.0,-54.0,-0.056723,-0.02002,0.075508
-50.0,-5.0,-53.0,-0.056727,-0.020021,0.076579
-50.0,-5.0,-52.0,-0.056722,-0.020019,0.077667
-50.0,-5.0,-51.0,-0.056706,-0.020014,0.078773
-50.0,-5.0,-50.0,-0.05668,-0.020005,0.079897
-50.0,-5.0,-49.0,-0.056643,-0.019992,0.081039
-50.0,-5.0,-48.0,-0.056595,-0.019975,0.082199
-50.0,-5.0,-47.0,-0.056536,-0.019954,0.083378
-50.0,-5.0,-46.0,-0.056464,-0.019928,0.084575
-50.0,-5.0,-45.0,-0.056379,-0.019899,0.085791
-50.0,-5.0,-44.0,-0.056282,-0.019864,0.087026
-50.0,-5.0,-43.0,-0.05617,-0.019825,0.08828
-50.0,-5.0,-42.0,-0.056045,-0.019781,0.089554
-50.0,-5.0,-41.0,-0.055905,-0.019731,0.090847
-50.0,-5.0,-40.0,-0.055751,-0.019677,0.092161
-50.0,-5.0,-39.0,-0.05558,-0.019617,0.093493
-50.0,-5.0,-38.0,-0.055394,-0.019551,0.094846
-50.0,-5.0,-37.0,-0.055191,-0.019479,0.09622
-50.0,-5.0,-36.0,-0.05497,-0.019401,0.097613
-50.0,-5.0,-35.0,-0.054732,-0.019317,0.099027
-50.0,-5.0,-34.0,-0.054476,-0.019227,0.100461
-50.0,-5.0,-33.0,-0.0542,-0.019129,0.101916
-50.0,-5.0,-32.0,-0.053905,-0.019025,0.103392
-50.0,-5.0,-31.0,-0.05359,-0.018914,0.104888
-50.0,-5.0,-30.0,-0.053254,-0.018795,0.106406
-50.0,-5.0,-29.0,-0.052896,-0.018669,0.107944
-50.0,-5.0,-28.0,-0.052517,-0.018535,0.109503
-50.0,-5.0,-27.0,-0.052115,-0.018393,0.111083
-50.0,-5.0,-26.0,-0.051689,-0.018243,0.112684
-50.0,-5.0,-25.0,-0.05124,-0.018085,0.114306
-50.0,-5.0,-24.0,-0.050766,-0.017917,0.115948
-50.0,-5.0,-23.0,-0.050266,-0.017741,0.117612
-50.0,-5.0,-22.0,-0.04974,-0.017555,0.119296
-50.0,-5.0,-21.0,-0.049188,-0.01736,0.121
-50.0,-5.0,-20.0,-0.048608,-0.017156,0.122725
-50.0,-5.0,-19.0,-0.048,-0.016941,0.124471
-50.0,-5.0,-18.0,-0.047364,-0.016717,0.126237
-50.0,-5.0,-17.0,-0.046698,-0.016482,0.128022
-50.0,-5.0,-16.0,-0.046001,-0.016236,0.129828
-50.0,-5.0,-15.0,-0.045274,-0.015979,0.131653
-50.0,-5.0,-14.0,-0.044515,-0.015711,0.133497
-50.0,-5.0,-13.0,-0.043724,-0.015432,0.13536
-50.0,-5.0,-12.0,-0.042901,-0.015141,0.137242
-50.0,-5.0,-11.0,-0.042043,-0.014839,0.139143
-50.0,-5.0,-10.0,-0.041151,-0.014524,0.141062
-50.0,-5.0,-9.0,-0.040224,-0.014197,0.142998
-50.0,-5.0,-8.0,-0.039262,-0.013857,0.144952
-50.0,-5.0,-7.0,-0.038264,-0.013505,0.146922
-50.0,-5.0,-6.0,-0.037228,-0.013139,0.148909
-50.0,-5.0,-5.0,-0.036155,-0.012761,0.150912
-50.0,-5.0,-4.0,-0.035044,-0.012369,0.152931
-50.0,-5.0,-3.0,-0.033894,-0.011963,0.154964
-50.0,-5.0,-2.0,-0.032705,-0.011543,0.157012
-50.0,-5.0,-1.0,-0.031477,-0.011109,0.159074
-50.0,-5.0,0.0,-0.030207,-0.010661,0.161149
-50.0,-5.0,1.0,-0.028897,-0.010199,0.163237
-50.0,-5.0,2.0,-0.027546,-0.009722,0.165337
-50.0,-5.0,3.0,-0.026153,-0.00923,0.167448
-50.0,-5.0,4.0,-0.024717,-0.008724,0.16957
-50.0,-5.0,5.0,-0.023239,-0.008202,0.171702
-50.0,-5.0,6.0,-0.021718,-0.007665,0.173844
-50.0,-5.0,7.0,-0.020153,-0.007113,0.175994
-50.0,-5.0,8.0,-0.018545,-0.006545,0.178152
-50.0,-5.0,9.0,-0.016892,-0.005962,0.180318
-50.0,-5.0,10.0,-0.015195,-0.005363,0.182489
-50.0,-5.0,11.0,-0.013454,-0.004748,0.184667
-50.0,-5.0,12.0,-0.011667,-0.004118,0.186849
-50.0,-5.0,13.0,-0.009836,-0.003472,0.189035
-50.0,-5.0,14.0,-0.00796,-0.002809,0.191225
-50.0,-5.0,15.0,-0.006038,-0.002131,0.193417
-50.0,-5.0,16.0,-0.004071,-0.001437,0.195611
-50.0,-5.0,17.0,-0.002058,-0.000726,0.197805
-50.0,-5.0,18.0,-0.002058,-0.000726,-0.197805
-50.0,-5.0,19.0,-0.004071,-0.001437,-0.195611
-50.0,-5.0,20.0,-0.006038,-0.002131,-0.193417
-50.0,-5.0,21.0,-0.00796,-0.002809,-0.191225
-50.0,-5.0,22.0,-0.009836,-0.003472,-0.189035
-50.0,-5.0,23.0,-0.011667,-0.004118,-0.186849
-50.0,-5.0,24.0,-0.013454,-0.004748,-0.184667
-50.0,-5.0,25.0,-0.015195,-0.005363,-0.182489
-50.0,-5.0,26.0,-0.016892,-0.005962,-0.180318
-50.0,-5.0,27.0,-0.018545,-0.006545,-0.178152
-50.0,-5.0,28.0,-0.020153,-0.007113,-0.175994
-50.0,-5.0,29.0,-0.021718,-0.007665,-0.173844
-50.0,-5.0,30.0,-0.023239,-0.008202,-0.171702
-50.0,-5.0,31.0,-0.024717,-0.008724,-0.16957
-50.0,-5.0,32.0,-0.026153,-0.00923,-0.167448
-50.0,-5.0,33.0,-0.027546,-0.009722,-0.165337
-50.0,-5.0,34.0,-0.028897,-0.010199,-0.163237
-50.0,-5.0,35.0,-0.030207,-0.010661,-0.161149
-50.0,-4.0,-55.0,-0.056915,-0.02111,0.074158
-50.0,-4.0,-54.0,-0.056931,-0.021145,0.075211
-50.0,-4.0,-53.0,-0.056938,-0.021178,0.076281
-50.0,-4.0,-52.0,-0.056935,-0.021208,0.077368
-50.0,-4.0,-51.0,-0.056922,-0.021236,0.078473
-50.0,-4.0,-50.0,-0.056899,-0.021261,0.079596
-50.0,-4.0,-49.0,-0.056865,-0.021284,0.080737
-50.0,-4.0,-48.0,-0.056819,-0.021304,0.081896
-50.0,-4.0,-47.0,-0.056762,-0.021322,0.083074
-50.0,-4.0,-46.0,-0.056693,-0.021336,0.08427
-50.0,-4.0,-45.0,-0.05661,-0.021348,0.085485
-50.0,-4.0,-44.0,-0.056515,-0.021357,0.08672
-50.0,-4.0,-43.0,-0.056407,-0.021362,0.087974
-50.0,-4.0,-42.0,-0.056284,-0.021365,0.089247
-50.0,-4.0,-41.0,-0.056146,-0.021364,0.09054
-50.0,-4.0,-40.0,-0.055994,-0.02136,0.091852
-50.0,-4.0,-39.0,-0.055826,-0.021353,0.093185
-50.0,-4.0,-38.0,-0.055642,-0.021342,0.094537
-50.0,-4.0,-37.0,-0.055441,-0.021327,0.09591
-50.0,-4.0,-36.0,-0.055222,-0.021309,0.097303
-50.0,-4.0,-35.0,-0.054986,-0.021287,0.098717
-50.0,-4.0,-34.0,-0.054732,-0.021262,0.100151
-50.0,-4.0,-33.0,-0.054458,-0.021233,0.101606
-50.0,-4.0,-32.0,-0.054165,-0.021199,0.103082
-50.0,-4.0,-31.0,-0.053851,-0.021163,0.104578
-50.0,-4.0,-30.0,-0.053517,-0.021122,0.106096
-50.0,-4.0,-29.0,-0.053161,-0.021077,0.107634
-50.0,-4.0,-28.0,-0.052783,-0.021029,0.109193
-50.0,-4.0,-27.0,-0.052382,-0.020977,0.110773
-50.0,-4.0,-26.0,-0.051958,-0.020921,0.112374
-50.0,-4.0,-25.0,-0.051509,-0.020862,0.113996
-50.0,-4.0,-24.0,-0.051036,-0.020799,0.115639
-50.0,-4.0,-23.0,-0.050537,-0.020733,0.117302
-50.0,-4.0,-22.0,-0.050012,-0.020664,0.118986
-50.0,-4.0,-21.0,-0.04946,-0.020591,0.120691
-50.0,-4.0,-20.0,-0.04888,-0.020516,0.122416
-50.0,-4.0,-19.0,-0.048273,-0.020439,0.124161
-50.0,-4.0,-18.0,-0.047636,-0.02036,0.125926
-50.0,-4.0,-17.0,-0.046969,-0.020279,0.127711
-50.0,-4.0,-16.0,-0.046273,-0.020198,0.129515
-50.0,-4.0,-15.0,-0.045545,-0.020116,0.131339
-50.0,-4.0,-14.0,-0.044785,-0.020034,0.133182
-50.0,-4.0,-13.0,-0.043993,-0.019955,0.135043
-50.0,-4.0,-12.0,-0.043168,-0.019877,0.136923
-50.0,-4.0,-11.0,-0.042309,-0.019803,0.13882
-50.0,-4.0,-10.0,-0.041415,-0.019735,0.140735
-50.0,-4.0,-9.0,-0.040486,-0.019673,0.142666
-50.0,-4.0,-8.0,-0.039522,-0.01962,0.144614
-50.0,-4.0,-7.0,-0.038521,-0.019578,0.146577
-50.0,-4.0,-6.0,-0.037483,-0.019551,0.148556
-50.0,-4.0,-5.0,-0.036407,-0.019541,0.150548
-50.0,-4.0,-4.0,-0.035293,-0.019552,0.152554
-50.0,-4.0,-3.0,-0.03414,-0.01959,0.154573
-50.0,-4.0,-2.0,-0.032948,-0.019659,0.156602
-50.0,-4.0,-1.0,-0.031715,-0.019769,0.158642
-50.0,-4.0,0.0,-0.030443,-0.019927,0.160689
-50.0,-4.0,1.0,-0.029129,-0.020144,0.162744
-50.0,-4.0,2.0,-0.027774,-0.020435,0.164802
-50.0,-4.0,3.0,-0.026378,-0.020817,0.166862
-50.0,-4.0,4.0,-0.024939,-0.021315,0.168919
-50.0,-4.0,5.0,-0.023458,-0.021957,0.170968
-50.0,-4.0,6.0,-0.021935,-0.022785,0.173003
-50.0,-4.0,7.0,-0.020369,-0.023857,0.175012
-50.0,-4.0,8.0,-0.01876,-0.025251,0.176981
-50.0,-4.0,9.0,-0.01711,-0.027084,0.178885
-50.0,-4.0,10.0,-0.015418,-0.029532,0.180682
-50.0,-4.0,11.0,-0.013685,-0.032876,0.182299
-50.0,-4.0,12.0,-0.011915,-0.037586,0.183593
-50.0,-4.0,13.0,-0.010112,-0.044515,0.184259
-50.0,-4.0,14.0,-0.008285,-0.055364,0.18354
-50.0,-4.0,15.0,-0.006458,-0.073946,0.179167
-50.0,-4.0,16.0,-0.004705,-0.109787,0.16219
-50.0,-4.0,17.0,-0.003332,-0.176873,0.087849
-50.0,-4.0,18.0,-0.003332,-0.176873,-0.087849
-50.0,-4.0,19.0,-0.004705,-0.109787,-0.16219
-50.0,-4.0,20.0,-0.006458,-0.073946,-0.179167
-50.0,-4.0,21.0,-0.008285,-0.055364,-0.18354
-50.0,-4.0,22.0,-0.010112,-0.044515,-0.184259
-50.0,-4.0,23.0,-0.011915,-0.037586,-0.183593
-50.0,-4.0,24.0,-0.013685,-0.032876,-0.182299
-50.0,-4.0,25.0,-0.015418,-0.029532,-0.180682
-50.0,-4.0,26.0,-0.01711,-0.027084,-0.178885
-50.0,-4.0,27.0,-0.01876,-0.025251,-0.176981
-50.0,-4.0,28.0,-0.020369,-0.023857,-0.175012
-50.0,-4.0,29.0,-0.021935,-0.022785,-0.173003
-50.0,-4.0,30.0,-0.023458,-0.021957,-0.170968
-50.0,-4.0,31.0,-0.024939,-0.021315,-0.168919
-50.0,-4.0,32.0,-0.026378,-0.020817,-0.166862
-50.0,-4.0,33.0,-0.027774,-0.020435,-0.164802
-50.0,-4.0,34.0,-0.029129,-0.020144,-0.162744
-50.0,-4.0,35.0,-0.030443,-0.019927,-0.160689
-50.0,-3.0,-55.0,-0.057122,-0.022197,0.073832
-50.0,-3.0,-54.0,-0.057141,-0.022262,0.074883
-50.0,-3.0,-53.0,-0.05715,-0.022325,0.07595
-50.0,-3.0,-52.0,-0.05715,-0.022387,0.077035
-50.0,-3.0,-51.0,-0.05714,-0.022448,0.078138
-50.0,-3.0,-50.0,-0.05712,-0.022508,0.079259
-50.0,-3.0,-49.0,-0.057088,-0.022567,0.080397
-50.0,-3.0,-48.0,-0.057045,-0.022624,0.081554
-50.0,-3.0,-47.0,-0.056991,-0.02268,0.082729
-50.0,-3.0,-46.0,-0.056924,-0.022734,0.083924
-50.0,-3.0,-45.0,-0.056845,-0.022787,0.085136
-50.0,-3.0,-44.0,-0.056753,-0.022839,0.086369
-50.0,-3.0,-43.0,-0.056647,-0.02289,0.08762
-50.0,-3.0,-42.0,-0.056527,-0.022939,0.088891
-50.0,-3.0,-41.0,-0.056392,-0.022986,0.090181
-50.0,-3.0,-40.0,-0.056242,-0.023033,0.091491
-50.0,-3.0,-39.0,-0.056077,-0.023078,0.092821
-50.0,-3.0,-38.0,-0.055895,-0.023121,0.094171
-50.0,-3.0,-37.0,-0.055697,-0.023164,0.095541
-50.0,-3.0,-36.0,-0.055481,-0.023205,0.096931
-50.0,-3.0,-35.0,-0.055248,-0.023246,0.098342
-50.0,-3.0,-34.0,-0.054995,-0.023285,0.099773
-50.0,-3.0,-33.0,-0.054724,-0.023323,0.101225
-50.0,-3.0,-32.0,-0.054433,-0.023361,0.102698
-50.0,-3.0,-31.0,-0.054122,-0.023398,0.104191
-50.0,-3.0,-30.0,-0.05379,-0.023435,0.105705
-50.0,-3.0,-29.0,-0.053436,-0.023472,0.107239
-50.0,-3.0,-28.0,-0.05306,-0.023509,0.108794
-50.0,-3.0,-27.0,-0.052661,-0.023547,0.11037
-50.0,-3.0,-26.0,-0.052239,-0.023585,0.111966
-50.0,-3.0,-25.0,-0.051792,-0.023625,0.113583
-50.0,-3.0,-24.0,-0.051321,-0.023666,0.11522
-50.0,-3.0,-23.0,-0.050823,-0.023709,0.116878
-50.0,-3.0,-22.0,-0.0503,-0.023756,0.118556
-50.0,-3.0,-21.0,-0.049749,-0.023806,0.120253
-50.0,-3.0,-20.0,-0.049171,-0.02386,0.121971
-50.0,-3.0,-19.0,-0.048565,-0.023919,0.123708
-50.0,-3.0,-18.0,-0.047929,-0.023985,0.125464
-50.0,-3.0,-17.0,-0.047264,-0.024058,0.127239
-50.0,-3.0,-16.0,-0.046568,-0.024139,0.129032
-50.0,-3.0,-15.0,-0.045841,-0.024231,0.130843
-50.0,-3.0,-14.0,-0.045082,-0.024335,0.132672
-50.0,-3.0,-13.0,-0.044291,-0.024453,0.134518
-50.0,-3.0,-12.0,-0.043467,-0.024587,0.13638
-50.0,-3.0,-11.0,-0.042608,-0.024741,0.138258
-50.0,-3.0,-10.0,-0.041715,-0.024916,0.140151
-50.0,-3.0,-9.0,-0.040787,-0.025117,0.142058
-50.0,-3.0,-8.0,-0.039823,-0.025348,0.143977
-50.0,-3.0,-7.0,-0.038823,-0.025613,0.145908
-50.0,-3.0,-6.0,-0.037785,-0.025919,0.14785
-50.0,-3.0,-5.0,-0.036711,-0.026272,0.1498
-50.0,-3.0,-4.0,-0.035598,-0.026681,0.151756
-50.0,-3.0,-3.0,-0.034446,-0.027154,0.153717
-50.0,-3.0,-2.0,-0.033255,-0.027704,0.15568
-50.0,-3.0,-1.0,-0.032025,-0.028345,0.15764
-50.0,-3.0,0.0,-0.030755,-0.029094,0.159594
-50.0,-3.0,1.0,-0.029445,-0.029972,0.161537
-50.0,-3.0,2.0,-0.028094,-0.031007,0.16346
-50.0,-3.0,3.0,-0.026703,-0.032232,0.165355
-50.0,-3.0,4.0,-0.025271,-0.033691,0.167209
-50.0,-3.0,5.0,-0.023799,-0.035441,0.169005
-50.0,-3.0,6.0,-0.022288,-0.037556,0.170718
-50.0,-3.0,7.0,-0.020737,-0.04014,0.172312
-50.0,-3.0,8.0,-0.019148,-0.043333,0.173731
-50.0,-3.0,9.0,-0.017524,-0.047336,0.17489
-50.0,-3.0,10.0,-0.015867,-0.05244,0.175649
-50.0,-3.0,11.0,-0.014182,-0.059086,0.175762
-50.0,-3.0,12.0,-0.012479,-0.067961,0.17478
-50.0,-3.0,13.0,-0.010773,-0.080164,0.171814
-50.0,-3.0,14.0,-0.009092,-0.09747,0.164956
-50.0,-3.0,15.0,-0.007499,-0.122475,0.149786
-50.0,-3.0,16.0,-0.006126,-0.156857,0.116021
-50.0,-3.0,17.0,-0.005257,-0.19039,0.047134
-50.0,-3.0,18.0,-0.005257,-0.19039,-0.047134
-50.0,-3.0,19.0,-0.006126,-0.156857,-0.116021
-50.0,-3.0,20.0,-0.007499,-0.122475,-0.149786
-50.0,-3.0,21.0,-0.009092,-0.09747,-0.164956
-50.0,-3.0,22.0,-0.010773,-0.080164,-0.171814
-50.0,-3.0,23.0,-0.012479,-0.067961,-0.17478
-50.0,-3.0,24.0,-0.014182,-0.059086,-0.175762
-50.0,-3.0,25.0,-0.015867,-0.05244,-0.175649
-50.0,-3.0,26.0,-0.017524,-0.047336,-0.17489
-50.0,-3.0,27.0,-0.019148,-0.043333,-0.173731
-50.0,-3.0,28.0,-0.020737,-0.04014,-0.172312
-50.0,-3.0,29.0,-0.022288,-0.037556,-0.170718
-50.0,-3.0,30.0,-0.023799,-0.035441,-0.169005
-50.0,-3.0,31.0,-0.025271,-0.033691,-0.167209
-50.0,-3.0,32.0,-0.026703,-0.032232,-0.165355
-50.0,-3.0,33.0,-0.028094,-0.031007,-0.16346
-50.0,-3.0,34.0,-0.029445,-0.029972,-0.161537
-50.0,-3.0,35.0,-0.030755,-0.029094,-0.159594
-50.0,-2.0,-55.0,-0.05733,-0.023274,0.073476
-50.0,-2.0,-54.0,-0.057351,-0.023369,0.074523
-50.0,-2.0,-53.0,-0.057364,-0.023463,0.075588
-50.0,-2.0,-52.0,-0.057367,-0.023557,0.076669
-50.0,-2.0,-51.0,-0.05736,-0.023651,0.077768
-50.0,-2.0,-50.0,-0.057342,-0.023744,0.078885
-50.0,-2.0,-49.0,-0.057314,-0.023838,0.08002
-50.0,-2.0,-48.0,-0.057274,-0.023932,0.081174
-50.0,-2.0,-47.0,-0.057223,-0.024026,0.082345
-50.0,-2.0,-46.0,-0.057159,-0.02412,0.083535
-50.0,-2.0,-45.0,-0.057083,-0.024215,0.084744
-50.0,-2.0,-44.0,-0.056994,-0.024309,0.085972
-50.0,-2.0,-43.0,-0.056891,-0.024404,0.08722
-50.0,-2.0,-42.0,-0.056774,-0.024499,0.088486
-50.0,-2.0,-41.0,-0.056642,-0.024595,0.089772
-50.0,-2.0,-40.0,-0.056496,-0.024691,0.091077
-50.0,-2.0,-39.0,-0.056333,-0.024789,0.092403
-50.0,-2.0,-38.0,-0.056155,-0.024887,0.093748
-50.0,-2.0,-37.0,-0.055959,-0.024986,0.095113
-50.0,-2.0,-36.0,-0.055746,-0.025086,0.096498
-50.0,-2.0,-35.0,-0.055516,-0.025188,0.097903
-50.0,-2.0,-34.0,-0.055267,-0.025292,0.099328
-50.0,-2.0,-33.0,-0.054998,-0.025398,0.100774
-50.0,-2.0,-32.0,-0.05471,-0.025506,0.10224
-50.0,-2.0,-31.0,-0.054402,-0.025617,0.103726
-50.0,-2.0,-30.0,-0.054073,-0.025731,0.105233
-50.0,-2.0,-29.0,-0.053722,-0.025848,0.106759
-50.0,-2.0,-28.0,-0.053349,-0.02597,0.108306
-50.0,-2.0,-27.0,-0.052953,-0.026096,0.109874
-50.0,-2.0,-26.0,-0.052533,-0.026228,0.111461
-50.0,-2.0,-25.0,-0.052089,-0.026366,0.113068
-50.0,-2.0,-24.0,-0.05162,-0.02651,0.114694
-50.0,-2.0,-23.0,-0.051125,-0.026662,0.11634
-50.0,-2.0,-22.0,-0.050604,-0.026823,0.118005
-50.0,-2.0,-21.0,-0.050057,-0.026994,0.11969
-50.0,-2.0,-20.0,-0.049481,-0.027175,0.121392
-50.0,-2.0,-19.0,-0.048877,-0.02737,0.123113
-50.0,-2.0,-18.0,-0.048244,-0.027578,0.124852
-50.0,-2.0,-17.0,-0.047581,-0.027803,0.126608
-50.0,-2.0,-16.0,-0.046888,-0.028045,0.12838
-50.0,-2.0,-15.0,-0.046164,-0.028309,0.130168
-50.0,-2.0,-14.0,-0.045408,-0.028595,0.131971
-50.0,-2.0,-13.0,-0.044619,-0.028907,0.133789
-50.0,-2.0,-12.0,-0.043797,-0.02925,0.13562
-50.0,-2.0,-11.0,-0.042942,-0.029626,0.137462
-50.0,-2.0,-10.0,-0.042052,-0.03004,0.139316
-50.0,-2.0,-9.0,-0.041127,-0.030498,0.141178
-50.0,-2.0,-8.0,-0.040166,-0.031005,0.143048
-50.0,-2.0,-7.0,-0.03917,-0.03157,0.144922
-50.0,-2.0,-6.0,-0.038136,-0.0322,0.1468
-50.0,-2.0,-5.0,-0.037066,-0.032906,0.148676
-50.0,-2.0,-4.0,-0.035958,-0.033698,0.150549
-50.0,-2.0,-3.0,-0.034812,-0.034591,0.152413
-50.0,-2.0,-2.0,-0.033628,-0.035601,0.154263
-50.0,-2.0,-1.0,-0.032405,-0.036749,0.156092
-50.0,-2.0,0.0,-0.031143,-0.038059,0.157891
-50.0,-2.0,1.0,-0.029843,-0.03956,0.15965
-50.0,-2.0,2.0,-0.028505,-0.04129,0.161355
-50.0,-2.0,3.0,-0.027127,-0.043296,0.162986
-50.0,-2.0,4.0,-0.025713,-0.045634,0.164517
-50.0,-2.0,5.0,-0.024261,-0.048382,0.165915
-50.0,-2.0,6.0,-0.022774,-0.051637,0.167129
-50.0,-2.0,7.0,-0.021253,-0.055527,0.168089
-50.0,-2.0,8.0,-0.019702,-0.060224,0.16869
-50.0,-2.0,9.0,-0.018125,-0.065963,0.168771
-50.0,-2.0,10.0,-0.016528,-0.073065,0.168079
-50.0,-2.0,11.0,-0.014921,-0.081973,0.166198
-50.0,-2.0,12.0,-0.013321,-0.093296,0.162424
-50.0,-2.0,13.0,-0.011752,-0.107824,0.155515
-50.0,-2.0,14.0,-0.010259,-0.126406,0.143249
-50.0,-2.0,15.0,-0.008917,-0.149286,0.121782
-50.0,-2.0,16.0,-0.007852,-0.17401,0.085619
-50.0,-2.0,17.0,-0.007241,-0.192085,0.031588
-50.0,-2.0,18.0,-0.007241,-0.192085,-0.031588
-50.0,-2.0,19.0,-0.007852,-0.17401,-0.085619
-50.0,-2.0,20.0,-0.008917,-0.149286,-0.121782
-50.0,-2.0,21.0,-0.010259,-0.126406,-0.143249
-50.0,-2.0,22.0,-0.011752,-0.107824,-0.155515
-50.0,-2.0,23.0,-0.013321,-0.093296,-0.162424
-50.0,-2.0,24.0,-0.014921,-0.081973,-0.166198
-50.0,-2.0,25.0,-0.016528,-0.073065,-0.168079
-50.0,-2.0,26.0,-0.018125,-0.065963,-0.168771
-50.0,-2.0,27.0,-0.019702,-0.060224,-0.16869
-50.0,-2.0,28.0,-0.021253,-0.055527,-0.168089
-50.0,-2.0,29.0,-0.022774,-0.051637,-0.167129
-50.0,-2.0,30.0,-0.024261,-0.048382,-0.165915
-50.0,-2.0,31.0,-0.025713,-0.045634,-0.164517
-50.0,-2.0,32.0,-0.027127,-0.043296,-0.162986
-50.0,-2.0,33.0,-0.028505,-0.04129,-0.161355
-50.0,-2.0,34.0,-0.029843,-0.03956,-0.15965
-50.0,-2.0,35.0,-0.031143,-0.038059,-0.157891
-50.0,-1.0,-55.0,-0.057539,-0.02434,0.073091
-50.0,-1.0,-54.0,-0.057564,-0.024464,0.074133
-50.0,-1.0,-53.0,-0.057579,-0.024588,0.075193
-50.0,-1.0,-52.0,-0.057585,-0.024714,0.07627
-50.0,-1.0,-51.0,-0.057581,-0.02484,0.077365
-50.0,-1.0,-50.0,-0.057567,-0.024968,0.078477
-50.0,-1.0,-49.0,-0.057542,-0.025097,0.079607
-50.0,-1.0,-48.0,-0.057505,-0.025228,0.080755
-50.0,-1.0,-47.0,-0.057457,-0.025359,0.081921
-50.0,-1.0,-46.0,-0.057397,-0.025493,0.083106
-50.0,-1.0,-45.0,-0.057324,-0.025628,0.08431
-50.0,-1.0,-44.0,-0.057238,-0.025765,0.085532
-50.0,-1.0,-43.0,-0.057139,-0.025904,0.086773
-50.0,-1.0,-42.0,-0.057025,-0.026045,0.088034
-50.0,-1.0,-41.0,-0.056897,-0.026188,0.089313
-50.0,-1.0,-40.0,-0.056753,-0.026334,0.090612
-50.0,-1.0,-39.0,-0.056594,-0.026483,0.09193
-50.0,-1.0,-38.0,-0.056419,-0.026635,0.093268
-50.0,-1.0,-37.0,-0.056227,-0.02679,0.094626
-50.0,-1.0,-36.0,-0.056018,-0.026949,0.096003
-50.0,-1.0,-35.0,-0.055791,-0.027112,0.0974
-50.0,-1.0,-34.0,-0.055545,-0.027279,0.098817
-50.0,-1.0,-33.0,-0.05528,-0.027452,0.100253
-50.0,-1.0,-32.0,-0.054996,-0.027629,0.10171
-50.0,-1.0,-31.0,-0.054691,-0.027813,0.103186
-50.0,-1.0,-30.0,-0.054365,-0.028003,0.104681
-50.0,-1.0,-29.0,-0.054018,-0.0282,0.106197
-50.0,-1.0,-28.0,-0.053648,-0.028406,0.107732
-50.0,-1.0,-27.0,-0.053255,-0.028619,0.109286
-50.0,-1.0,-26.0,-0.052839,-0.028843,0.110859
-50.0,-1.0,-25.0,-0.052399,-0.029077,0.112451
-50.0,-1.0,-24.0,-0.051934,-0.029323,0.114062
-50.0,-1.0,-23.0,-0.051443,-0.029582,0.115691
-50.0,-1.0,-22.0,-0.050925,-0.029856,0.117337
-50.0,-1.0,-21.0,-0.050381,-0.030145,0.119002
-50.0,-1.0,-20.0,-0.049809,-0.030453,0.120683
-50.0,-1.0,-19.0,-0.049209,-0.03078,0.12238
-50.0,-1.0,-18.0,-0.04858,-0.031128,0.124093
-50.0,-1.0,-17.0,-0.047921,-0.031501,0.125821
-50.0,-1.0,-16.0,-0.047232,-0.031902,0.127563
-50.0,-1.0,-15.0,-0.046512,-0.032332,0.129317
-50.0,-1.0,-14.0,-0.04576,-0.032796,0.131084
-50.0,-1.0,-13.0,-0.044976,-0.033298,0.13286
-50.0,-1.0,-12.0,-0.044159,-0.033843,0.134646
-50.0,-1.0,-11.0,-0.043309,-0.034435,0.136439
-50.0,-1.0,-10.0,-0.042424,-0.03508,0.138236
-50.0,-1.0,-9.0,-0.041505,-0.035786,0.140036
-50.0,-1.0,-8.0,-0.040551,-0.036561,0.141836
-50.0,-1.0,-7.0,-0.039561,-0.037413,0.143631
-50.0,-1.0,-6.0,-0.038535,-0.038353,0.145419
-50.0,-1.0,-5.0,-0.037473,-0.039394,0.147195
-50.0,-1.0,-4.0,-0.036374,-0.04055,0.148952
-50.0,-1.0,-3.0,-0.035237,-0.041838,0.150683
-50.0,-1.0,-2.0,-0.034064,-0.04328,0.15238
-50.0,-1.0,-1.0,-0.032854,-0.0449,0.154032
-50.0,-1.0,0.0,-0.031607,-0.046727,0.155624
-50.0,-1.0,1.0,-0.030323,-0.048797,0.15714
-50.0,-1.0,2.0,-0.029003,-0.051154,0.158556
-50.0,-1.0,3.0,-0.027648,-0.053853,0.159842
-50.0,-1.0,4.0,-0.026259,-0.056959,0.160958
-50.0,-1.0,5.0,-0.024838,-0.060559,0.161851
-50.0,-1.0,6.0,-0.023387,-0.064756,0.162444
-50.0,-1.0,7.0,-0.021909,-0.069688,0.162632
-50.0,-1.0,8.0,-0.02041,-0.075525,0.162263
-50.0,-1.0,9.0,-0.018896,-0.082487,0.161113
-50.0,-1.0,10.0,-0.017377,-0.090851,0.158846
-50.0,-1.0,11.0,-0.015867,-0.100953,0.154949
-50.0,-1.0,12.0,-0.014388,-0.113169,0.148624
-50.0,-1.0,13.0,-0.012971,-0.127817,0.138644
-50.0,-1.0,14.0,-0.011664,-0.144896,0.123182
-50.0,-1.0,15.0,-0.010539,-0.163474,0.099847
-50.0,-1.0,16.0,-0.00969,-0.18074,0.066495
-50.0,-1.0,17.0,-0.009227,-0.191703,0.023556
-50.0,-1.0,18.0,-0.009227,-0.191703,-0.023556
-50.0,-1.0,19.0,-0.00969,-0.18074,-0.066495
-50.0,-1.0,20.0,-0.010539,-0.163474,-0.099847
