x,y,z,u,v,w
-2.0,-4.0,-31.0,0.290212,0.0,0.076008
-2.0,-4.0,-30.0,0.289262,0.0,0.079547
-2.0,-4.0,-29.0,0.288169,0.0,0.083417
-2.0,-4.0,-28.0,0.286905,0.0,0.087666
-2.0,-4.0,-27.0,0.285433,0.0,0.092346
-2.0,-4.0,-26.0,0.283706,0.0,0.097524
-2.0,-4.0,-25.0,0.281663,0.0,0.103276
-2.0,-4.0,-24.0,0.279225,0.0,0.109696
-2.0,-4.0,-23.0,0.27629,0.0,0.116892
-2.0,-4.0,-22.0,0.272719,0.0,0.124996
-2.0,-4.0,-21.0,0.268328,0.0,0.134164
-2.0,-4.0,-20.0,0.262865,0.0,0.144576
-2.0,-4.0,-19.0,0.255985,0.0,0.156435
-2.0,-4.0,-18.0,0.247213,0.0,0.169959
-2.0,-4.0,-17.0,0.235895,0.0,0.185346
-2.0,-4.0,-16.0,0.221146,0.0,0.202717
-2.0,-4.0,-15.0,0.201802,0.0,0.221982
-2.0,-4.0,-14.0,0.176451,0.0,0.242621
-2.0,-4.0,-13.0,0.143656,0.0,0.263369
-2.0,-4.0,-12.0,0.102523,0.0,0.281938
-2.0,-4.0,-11.0,0.053666,0.0,0.295161
-2.0,-4.0,-10.0,-0.0,0.0,0.3
-2.0,-4.0,-9.0,-0.053666,0.0,0.295161
-2.0,-4.0,-8.0,-0.102523,0.0,0.281938
-2.0,-4.0,-7.0,-0.143656,0.0,0.263369
-2.0,-4.0,-6.0,-0.176451,0.0,0.242621
-2.0,-4.0,-5.0,-0.201802,0.0,0.221982
-2.0,-4.0,-4.0,-0.221146,0.0,0.202717
-2.0,-4.0,-3.0,-0.235895,0.0,0.185346
-2.0,-4.0,-2.0,-0.247213,0.0,0.169959
-2.0,-4.0,-1.0,-0.255985,0.0,0.156435
-2.0,-4.0,0.0,-0.262865,0.0,0.144576
-2.0,-4.0,1.0,-0.268328,0.0,0.134164
-2.0,-4.0,2.0,-0.272719,0.0,0.124996
-2.0,-4.0,3.0,-0.27629,0.0,0.116892
-2.0,-4.0,4.0,-0.279225,0.0,0.109696
-2.0,-4.0,5.0,-0.281663,0.0,0.103276
-2.0,-4.0,6.0,-0.283706,0.0,0.097524
-2.0,-4.0,7.0,-0.285433,0.0,0.092346
-2.0,-4.0,8.0,-0.286905,0.0,0.087666
-2.0,-4.0,9.0,-0.288169,0.0,0.083417
-2.0,-4.0,10.0,-0.289262,0.0,0.079547
-2.0,-4.0,11.0,-0.290212,0.0,0.076008
-2.0,-4.0,12.0,-0.291043,0.0,0.072761
-2.0,-4.0,13.0,-0.291774,0.0,0.069772
-2.0,-4.0,14.0,-0.29242,0.0,0.067013
-2.0,-4.0,15.0,-0.292993,0.0,0.064459
-2.0,-4.0,16.0,-0.293505,0.0,0.062088
-2.0,-4.0,17.0,-0.293963,0.0,0.059881
-2.0,-4.0,18.0,-0.294375,0.0,0.057824
-2.0,-4.0,19.0,-0.294746,0.0,0.0559
-2.0,-4.0,20.0,-0.295082,0.0,0.054098
-2.0,-4.0,21.0,-0.295387,0.0,0.052407
-2.0,-4.0,22.0,-0.295665,0.0,0.050817
-2.0,-4.0,23.0,-0.295918,0.0,0.04932
-2.0,-4.0,24.0,-0.29615,0.0,0.047907
-2.0,-4.0,25.0,-0.296363,0.0,0.046571
-2.0,-4.0,26.0,-0.296559,0.0,0.045308
-2.0,-4.0,27.0,-0.296739,0.0,0.04411
-2.0,-4.0,28.0,-0.296906,0.0,0.042973
-2.0,-4.0,29.0,-0.297061,0.0,0.041893
-2.0,-4.0,30.0,-0.297204,0.0,0.040866
-2.0,-4.0,31.0,-0.297337,0.0,0.039887
-2.0,-4.0,32.0,-0.29746,0.0,0.038953
-2.0,-4.0,33.0,-0.297576,0.0,0.038062
-2.0,-4.0,34.0,-0.297683,0.0,0.03721
-2.0,-4.0,35.0,-0.297784,0.0,0.036396
-2.0,-3.0,-55.0,0.297784,0.0,0.036396
-2.0,-3.0,-54.0,0.297683,0.0,0.03721
-2.0,-3.0,-53.0,0.297576,0.0,0.038062
-2.0,-3.0,-52.0,0.29746,0.0,0.038953
-2.0,-3.0,-51.0,0.297337,0.0,0.039887
-2.0,-3.0,-50.0,0.297204,0.0,0.040866
-2.0,-3.0,-49.0,0.297061,0.0,0.041893
-2.0,-3.0,-48.0,0.296906,0.0,0.042973
-2.0,-3.0,-47.0,0.296739,0.0,0.04411
-2.0,-3.0,-46.0,0.296559,0.0,0.045308
-2.0,-3.0,-45.0,0.296363,0.0,0.046571
-2.0,-3.0,-44.0,0.29615,0.0,0.047907
-2.0,-3.0,-43.0,0.295918,0.0,0.04932
-2.0,-3.0,-42.0,0.295665,0.0,0.050817
-2.0,-3.0,-41.0,0.295387,0.0,0.052407
-2.0,-3.0,-40.0,0.295082,0.0,0.054098
-2.0,-3.0,-39.0,0.294746,0.0,0.0559
-2.0,-3.0,-38.0,0.294375,0.0,0.057824
-2.0,-3.0,-37.0,0.293963,0.0,0.059881
-2.0,-3.0,-36.0,0.293505,0.0,0.062088
-2.0,-3.0,-35.0,0.292993,0.0,0.064459
-2.0,-3.0,-34.0,0.29242,0.0,0.067013
-2.0,-3.0,-33.0,0.291774,0.0,0.069772
-2.0,-3.0,-32.0,0.291043,0.0,0.072761
-2.0,-3.0,-31.0,0.290212,0.0,0.076008
-2.0,-3.0,-30.0,0.289262,0.0,0.079547
-2.0,-3.0,-29.0,0.288169,0.0,0.083417
-2.0,-3.0,-28.0,0.286905,0.0,0.087666
-2.0,-3.0,-27.0,0.285433,0.0,0.092346
-2.0,-3.0,-26.0,0.283706,0.0,0.097524
-2.0,-3.0,-25.0,0.281663,0.0,0.103276
-2.0,-3.0,-24.0,0.279225,0.0,0.109696
-2.0,-3.0,-23.0,0.27629,0.0,0.116892
-2.0,-3.0,-22.0,0.272719,0.0,0.124996
-2.0,-3.0,-21.0,0.268328,0.0,0.134164
-2.0,-3.0,-20.0,0.262865,0.0,0.144576
-2.0,-3.0,-19.0,0.255985,0.0,0.156435
-2.0,-3.0,-18.0,0.247213,0.0,0.169959
-2.0,-3.0,-17.0,0.235895,0.0,0.185346
-2.0,-3.0,-16.0,0.221146,0.0,0.202717
-2.0,-3.0,-15.0,0.201802,0.0,0.221982
-2.0,-3.0,-14.0,0.176451,0.0,0.242621
-2.0,-3.0,-13.0,0.143656,0.0,0.263369
-2.0,-3.0,-12.0,0.102523,0.0,0.281938
-2.0,-3.0,-11.0,0.053666,0.0,0.295161
-2.0,-3.0,-10.0,-0.0,0.0,0.3
-2.0,-3.0,-9.0,-0.053666,0.0,0.295161
-2.0,-3.0,-8.0,-0.102523,0.0,0.281938
-2.0,-3.0,-7.0,-0.143656,0.0,0.263369
-2.0,-3.0,-6.0,-0.176451,0.0,0.242621
-2.0,-3.0,-5.0,-0.201802,0.0,0.221982
-2.0,-3.0,-4.0,-0.221146,0.0,0.202717
-2.0,-3.0,-3.0,-0.235895,0.0,0.185346
-2.0,-3.0,-2.0,-0.247213,0.0,0.169959
-2.0,-3.0,-1.0,-0.255985,0.0,0.156435
-2.0,-3.0,0.0,-0.262865,0.0,0.144576
-2.0,-3.0,1.0,-0.268328,0.0,0.134164
-2.0,-3.0,2.0,-0.272719,0.0,0.124996
-2.0,-3.0,3.0,-0.27629,0.0,0.116892
-2.0,-3.0,4.0,-0.279225,0.0,0.109696
-2.0,-3.0,5.0,-0.281663,0.0,0.103276
-2.0,-3.0,6.0,-0.283706,0.0,0.097524
-2.0,-3.0,7.0,-0.285433,0.0,0.092346
-2.0,-3.0,8.0,-0.286905,0.0,0.087666
-2.0,-3.0,9.0,-0.288169,0.0,0.083417
-2.0,-3.0,10.0,-0.289262,0.0,0.079547
-2.0,-3.0,11.0,-0.290212,0.0,0.076008
-2.0,-3.0,12.0,-0.291043,0.0,0.072761
-2.0,-3.0,13.0,-0.291774,0.0,0.069772
-2.0,-3.0,14.0,-0.29242,0.0,0.067013
-2.0,-3.0,15.0,-0.292993,0.0,0.064459
-2.0,-3.0,16.0,-0.293505,0.0,0.062088
-2.0,-3.0,17.0,-0.293963,0.0,0.059881
-2.0,-3.0,18.0,-0.294375,0.0,0.057824
-2.0,-3.0,19.0,-0.294746,0.0,0.0559
-2.0,-3.0,20.0,-0.295082,0.0,0.054098
-2.0,-3.0,21.0,-0.295387,0.0,0.052407
-2.0,-3.0,22.0,-0.295665,0.0,0.050817
-2.0,-3.0,23.0,-0.295918,0.0,0.04932
-2.0,-3.0,24.0,-0.29615,0.0,0.047907
-2.0,-3.0,25.0,-0.296363,0.0,0.046571
-2.0,-3.0,26.0,-0.296559,0.0,0.045308
-2.0,-3.0,27.0,-0.296739,0.0,0.04411
-2.0,-3.0,28.0,-0.296906,0.0,0.042973
-2.0,-3.0,29.0,-0.297061,0.0,0.041893
-2.0,-3.0,30.0,-0.297204,0.0,0.040866
-2.0,-3.0,31.0,-0.297337,0.0,0.039887
-2.0,-3.0,32.0,-0.29746,0.0,0.038953
-2.0,-3.0,33.0,-0.297576,0.0,0.038062
-2.0,-3.0,34.0,-0.297683,0.0,0.03721
-2.0,-3.0,35.0,-0.297784,0.0,0.036396
-2.0,-2.0,-55.0,0.297784,0.0,0.036396
-2.0,-2.0,-54.0,0.297683,0.0,0.03721
-2.0,-2.0,-53.0,0.297576,0.0,0.038062
-2.0,-2.0,-52.0,0.29746,0.0,0.038953
-2.0,-2.0,-51.0,0.297337,0.0,0.039887
-2.0,-2.0,-50.0,0.297204,0.0,0.040866
-2.0,-2.0,-49.0,0.297061,0.0,0.041893
-2.0,-2.0,-48.0,0.296906,0.0,0.042973
-2.0,-2.0,-47.0,0.296739,0.0,0.04411
-2.0,-2.0,-46.0,0.296559,0.0,0.045308
-2.0,-2.0,-45.0,0.296363,0.0,0.046571
-2.0,-2.0,-44.0,0.29615,0.0,0.047907
-2.0,-2.0,-43.0,0.295918,0.0,0.04932
-2.0,-2.0,-42.0,0.295665,0.0,0.050817
-2.0,-2.0,-41.0,0.295387,0.0,0.052407
-2.0,-2.0,-40.0,0.295082,0.0,0.054098
-2.0,-2.0,-39.0,0.294746,0.0,0.0559
-2.0,-2.0,-38.0,0.294375,0.0,0.057824
-2.0,-2.0,-37.0,0.293963,0.0,0.059881
-2.0,-2.0,-36.0,0.293505,0.0,0.062088
-2.0,-2.0,-35.0,0.292993,0.0,0.064459
-2.0,-2.0,-34.0,0.29242,0.0,0.067013
-2.0,-2.0,-33.0,0.291774,0.0,0.069772
-2.0,-2.0,-32.0,0.291043,0.0,0.072761
-2.0,-2.0,-31.0,0.290212,0.0,0.076008
-2.0,-2.0,-30.0,0.289262,0.0,0.079547
-2.0,-2.0,-29.0,0.288169,0.0,0.083417
-2.0,-2.0,-28.0,0.286905,0.0,0.087666
-2.0,-2.0,-27.0,0.285433,0.0,0.092346
-2.0,-2.0,-26.0,0.283706,0.0,0.097524
-2.0,-2.0,-25.0,0.281663,0.0,0.103276
-2.0,-2.0,-24.0,0.279225,0.0,0.109696
-2.0,-2.0,-23.0,0.27629,0.0,0.116892
-2.0,-2.0,-22.0,0.272719,0.0,0.124996
-2.0,-2.0,-21.0,0.268328,0.0,0.134164
-2.0,-2.0,-20.0,0.262865,0.0,0.144576
-2.0,-2.0,-19.0,0.255985,0.0,0.156435
-2.0,-2.0,-18.0,0.247213,0.0,0.169959
-2.0,-2.0,-17.0,0.235895,0.0,0.185346
-2.0,-2.0,-16.0,0.221146,0.0,0.202717
-2.0,-2.0,-15.0,0.201802,0.0,0.221982
-2.0,-2.0,-14.0,0.176451,0.0,0.242621
-2.0,-2.0,-13.0,0.143656,0.0,0.263369
-2.0,-2.0,-12.0,0.102523,0.0,0.281938
-2.0,-2.0,-11.0,0.053666,0.0,0.295161
-2.0,-2.0,-10.0,-0.0,0.0,0.3
-2.0,-2.0,-9.0,-0.053666,0.0,0.295161
-2.0,-2.0,-8.0,-0.102523,0.0,0.281938
-2.0,-2.0,-7.0,-0.143656,0.0,0.263369
-2.0,-2.0,-6.0,-0.176451,0.0,0.242621
-2.0,-2.0,-5.0,-0.201802,0.0,0.221982
-2.0,-2.0,-4.0,-0.221146,0.0,0.202717
-2.0,-2.0,-3.0,-0.235895,0.0,0.185346
-2.0,-2.0,-2.0,-0.247213,0.0,0.169959
-2.0,-2.0,-1.0,-0.255985,0.0,0.156435
-2.0,-2.0,0.0,-0.262865,0.0,0.144576
-2.0,-2.0,1.0,-0.268328,0.0,0.134164
-2.0,-2.0,2.0,-0.272719,0.0,0.124996
-2.0,-2.0,3.0,-0.27629,0.0,0.116892
-2.0,-2.0,4.0,-0.279225,0.0,0.109696
-2.0,-2.0,5.0,-0.281663,0.0,0.103276
-2.0,-2.0,6.0,-0.283706,0.0,0.097524
-2.0,-2.0,7.0,-0.285433,0.0,0.092346
-2.0,-2.0,8.0,-0.286905,0.0,0.087666
-2.0,-2.0,9.0,-0.288169,0.0,0.083417
-2.0,-2.0,10.0,-0.289262,0.0,0.079547
-2.0,-2.0,11.0,-0.290212,0.0,0.076008
-2.0,-2.0,12.0,-0.291043,0.0,0.072761
-2.0,-2.0,13.0,-0.291774,0.0,0.069772
-2.0,-2.0,14.0,-0.29242,0.0,0.067013
-2.0,-2.0,15.0,-0.292993,0.0,0.064459
-2.0,-2.0,16.0,-0.293505,0.0,0.062088
-2.0,-2.0,17.0,-0.293963,0.0,0.059881
-2.0,-2.0,18.0,-0.294375,0.0,0.057824
-2.0,-2.0,19.0,-0.294746,0.0,0.0559
-2.0,-2.0,20.0,-0.295082,0.0,0.054098
-2.0,-2.0,21.0,-0.295387,0.0,0.052407
-2.0,-2.0,22.0,-0.295665,0.0,0.050817
-2.0,-2.0,23.0,-0.295918,0.0,0.04932
-2.0,-2.0,24.0,-0.29615,0.0,0.047907
-2.0,-2.0,25.0,-0.296363,0.0,0.046571
-2.0,-2.0,26.0,-0.296559,0.0,0.045308
-2.0,-2.0,27.0,-0.296739,0.0,0.04411
-2.0,-2.0,28.0,-0.296906,0.0,0.042973
-2.0,-2.0,29.0,-0.297061,0.0,0.041893
-2.0,-2.0,30.0,-0.297204,0.0,0.040866
-2.0,-2.0,31.0,-0.297337,0.0,0.039887
-2.0,-2.0,32.0,-0.29746,0.0,0.038953
-2.0,-2.0,33.0,-0.297576,0.0,0.038062
-2.0,-2.0,34.0,-0.297683,0.0,0.03721
-2.0,-2.0,35.0,-0.297784,0.0,0.036396
-2.0,-1.0,-55.0,0.297784,0.0,0.036396
-2.0,-1.0,-54.0,0.297683,0.0,0.03721
-2.0,-1.0,-53.0,0.297576,0.0,0.038062
-2.0,-1.0,-52.0,0.29746,0.0,0.038953
-2.0,-1.0,-51.0,0.297337,0.0,0.039887
-2.0,-1.0,-50.0,0.297204,0.0,0.040866
-2.0,-1.0,-49.0,0.297061,0.0,0.041893
-2.0,-1.0,-48.0,0.296906,0.0,0.042973
-2.0,-1.0,-47.0,0.296739,0.0,0.04411
-2.0,-1.0,-46.0,0.296559,0.0,0.045308
-2.0,-1.0,-45.0,0.296363,0.0,0.046571
-2.0,-1.0,-44.0,0.29615,0.0,0.047907
-2.0,-1.0,-43.0,0.295918,0.0,0.04932
-2.0,-1.0,-42.0,0.295665,0.0,0.050817
-2.0,-1.0,-41.0,0.295387,0.0,0.052407
-2.0,-1.0,-40.0,0.295082,0.0,0.054098
-2.0,-1.0,-39.0,0.294746,0.0,0.0559
-2.0,-1.0,-38.0,0.294375,0.0,0.057824
-2.0,-1.0,-37.0,0.293963,0.0,0.059881
-2.0,-1.0,-36.0,0.293505,0.0,0.062088
-2.0,-1.0,-35.0,0.292993,0.0,0.064459
-2.0,-1.0,-34.0,0.29242,0.0,0.067013
-2.0,-1.0,-33.0,0.291774,0.0,0.069772
-2.0,-1.0,-32.0,0.291043,0.0,0.072761
-2.0,-1.0,-31.0,0.290212,0.0,0.076008
-2.0,-1.0,-30.0,0.289262,0.0,0.079547
-2.0,-1.0,-29.0,0.288169,0.0,0.083417
-2.0,-1.0,-28.0,0.286905,0.0,0.087666
-2.0,-1.0,-27.0,0.285433,0.0,0.092346
-2.0,-1.0,-26.0,0.283706,0.0,0.097524
-2.0,-1.0,-25.0,0.281663,0.0,0.103276
-2.0,-1.0,-24.0,0.279225,0.0,0.109696
-2.0,-1.0,-23.0,0.27629,0.0,0.116892
-2.0,-1.0,-22.0,0.272719,0.0,0.124996
-2.0,-1.0,-21.0,0.268328,0.0,0.134164
-2.0,-1.0,-20.0,0.262865,0.0,0.144576
-2.0,-1.0,-19.0,0.255985,0.0,0.156435
-2.0,-1.0,-18.0,0.247213,0.0,0.169959
-2.0,-1.0,-17.0,0.235895,0.0,0.185346
-2.0,-1.0,-16.0,0.221146,0.0,0.202717
-2.0,-1.0,-15.0,0.201802,0.0,0.221982
-2.0,-1.0,-14.0,0.176451,0.0,0.242621
-2.0,-1.0,-13.0,0.143656,0.0,0.263369
-2.0,-1.0,-12.0,0.102523,0.0,0.281938
-2.0,-1.0,-11.0,0.053666,0.0,0.295161
-2.0,-1.0,-10.0,-0.0,0.0,0.3
-2.0,-1.0,-9.0,-0.053666,0.0,0.295161
-2.0,-1.0,-8.0,-0.102523,0.0,0.281938
-2.0,-1.0,-7.0,-0.143656,0.0,0.263369
-2.0,-1.0,-6.0,-0.176451,0.0,0.242621
-2.0,-1.0,-5.0,-0.201802,0.0,0.221982
-2.0,-1.0,-4.0,-0.221146,0.0,0.202717
-2.0,-1.0,-3.0,-0.235895,0.0,0.185346
-2.0,-1.0,-2.0,-0.247213,0.0,0.169959
-2.0,-1.0,-1.0,-0.255985,0.0,0.156435
-2.0,-1.0,0.0,-0.262865,0.0,0.144576
-2.0,-1.0,1.0,-0.268328,0.0,0.134164
-2.0,-1.0,2.0,-0.272719,0.0,0.124996
-2.0,-1.0,3.0,-0.27629,0.0,0.116892
-2.0,-1.0,4.0,-0.279225,0.0,0.109696
-2.0,-1.0,5.0,-0.281663,0.0,0.103276
-2.0,-1.0,6.0,-0.283706,0.0,0.097524
-2.0,-1.0,7.0,-0.285433,0.0,0.092346
-2.0,-1.0,8.0,-0.286905,0.0,0.087666
-2.0,-1.0,9.0,-0.288169,0.0,0.083417
-2.0,-1.0,10.0,-0.289262,0.0,0.079547
-2.0,-1.0,11.0,-0.290212,0.0,0.076008
-2.0,-1.0,12.0,-0.291043,0.0,0.072761
-2.0,-1.0,13.0,-0.291774,0.0,0.069772
-2.0,-1.0,14.0,-0.29242,0.0,0.067013
-2.0,-1.0,15.0,-0.292993,0.0,0.064459
-2.0,-1.0,16.0,-0.293505,0.0,0.062088
-2.0,-1.0,17.0,-0.293963,0.0,0.059881
-2.0,-1.0,18.0,-0.294375,0.0,0.057824
-2.0,-1.0,19.0,-0.294746,0.0,0.0559
-2.0,-1.0,20.0,-0.295082,0.0,0.054098
-2.0,-1.0,21.0,-0.295387,0.0,0.052407
-2.0,-1.0,22.0,-0.295665,0.0,0.050817
-2.0,-1.0,23.0,-0.295918,0.0,0.04932
-2.0,-1.0,24.0,-0.29615,0.0,0.047907
-2.0,-1.0,25.0,-0.296363,0.0,0.046571
-2.0,-1.0,26.0,-0.296559,0.0,0.045308
-2.0,-1.0,27.0,-0.296739,0.0,0.04411
-2.0,-1.0,28.0,-0.296906,0.0,0.042973
-2.0,-1.0,29.0,-0.297061,0.0,0.041893
-2.0,-1.0,30.0,-0.297204,0.0,0.040866
-2.0,-1.0,31.0,-0.297337,0.0,0.039887
-2.0,-1.0,32.0,-0.29746,0.0,0.038953
-2.0,-1.0,33.0,-0.297576,0.0,0.038062
-2.0,-1.0,34.0,-0.297683,0.0,0.03721
-2.0,-1.0,35.0,-0.297784,0.0,0.036396
-2.0,0.0,-55.0,0.297784,0.0,0.036396
-2.0,0.0,-54.0,0.297683,0.0,0.03721
-2.0,0.0,-53.0,0.297576,0.0,0.038062
-2.0,0.0,-52.0,0.29746,0.0,0.038953
-2.0,0.0,-51.0,0.297337,0.0,0.039887
-2.0,0.0,-50.0,0.297204,0.0,0.040866
-2.0,0.0,-49.0,0.297061,0.0,0.041893
-2.0,0.0,-48.0,0.296906,0.0,0.042973
-2.0,0.0,-47.0,0.296739,0.0,0.04411
-2.0,0.0,-46.0,0.296559,0.0,0.045308
-2.0,0.0,-45.0,0.296363,0.0,0.046571
-2.0,0.0,-44.0,0.29615,0.0,0.047907
-2.0,0.0,-43.0,0.295918,0.0,0.04932
-2.0,0.0,-42.0,0.295665,0.0,0.050817
-2.0,0.0,-41.0,0.295387,0.0,0.052407
-2.0,0.0,-40.0,0.295082,0.0,0.054098
-2.0,0.0,-39.0,0.294746,0.0,0.0559
-2.0,0.0,-38.0,0.294375,0.0,0.057824
-2.0,0.0,-37.0,0.293963,0.0,0.059881
-2.0,0.0,-36.0,0.293505,0.0,0.062088
-2.0,0.0,-35.0,0.292993,0.0,0.064459
-2.0,0.0,-34.0,0.29242,0.0,0.067013
-2.0,0.0,-33.0,0.291774,0.0,0.069772
-2.0,0.0,-32.0,0.291043,0.0,0.072761
-2.0,0.0,-31.0,0.290212,0.0,0.076008
-2.0,0.0,-30.0,0.289262,0.0,0.079547
-2.0,0.0,-29.0,0.288169,0.0,0.083417
-2.0,0.0,-28.0,0.286905,0.0,0.087666
-2.0,0.0,-27.0,0.285433,0.0,0.092346
-2.0,0.0,-26.0,0.283706,0.0,0.097524
-2.0,0.0,-25.0,0.281663,0.0,0.103276
-2.0,0.0,-24.0,0.279225,0.0,0.109696
-2.0,0.0,-23.0,0.27629,0.0,0.116892
-2.0,0.0,-22.0,0.272719,0.0,0.124996
-2.0,0.0,-21.0,0.268328,0.0,0.134164
-2.0,0.0,-20.0,0.262865,0.0,0.144576
-2.0,0.0,-19.0,0.255985,0.0,0.156435
-2.0,0.0,-18.0,0.247213,0.0,0.169959
-2.0,0.0,-17.0,0.235895,0.0,0.185346
-2.0,0.0,-16.0,0.221146,0.0,0.202717
-2.0,0.0,-15.0,0.201802,0.0,0.221982
-2.0,0.0,-14.0,0.176451,0.0,0.242621
-2.0,0.0,-13.0,0.143656,0.0,0.263369
-2.0,0.0,-12.0,0.102523,0.0,0.281938
-2.0,0.0,-11.0,0.053666,0.0,0.295161
-2.0,0.0,-10.0,-0.0,0.0,0.3
-2.0,0.0,-9.0,-0.053666,0.0,0.295161
-2.0,0.0,-8.0,-0.102523,0.0,0.281938
-2.0,0.0,-7.0,-0.143656,0.0,0.263369
-2.0,0.0,-6.0,-0.176451,0.0,0.242621
-2.0,0.0,-5.0,-0.201802,0.0,0.221982
-2.0,0.0,-4.0,-0.221146,0.0,0.202717
-2.0,0.0,-3.0,-0.235895,0.0,0.185346
-2.0,0.0,-2.0,-0.247213,0.0,0.169959
-2.0,0.0,-1.0,-0.255985,0.0,0.156435
-2.0,0.0,0.0,-0.262865,0.0,0.144576
-2.0,0.0,1.0,-0.268328,0.0,0.134164
-2.0,0.0,2.0,-0.272719,0.0,0.124996
-2.0,0.0,3.0,-0.27629,0.0,0.116892
-2.0,0.0,4.0,-0.279225,0.0,0.109696
-2.0,0.0,5.0,-0.281663,0.0,0.103276
-2.0,0.0,6.0,-0.283706,0.0,0.097524
-2.0,0.0,7.0,-0.285433,0.0,0.092346
-2.0,0.0,8.0,-0.286905,0.0,0.087666
-2.0,0.0,9.0,-0.288169,0.0,0.083417
-2.0,0.0,10.0,-0.289262,0.0,0.079547
-2.0,0.0,11.0,-0.290212,0.0,0.076008
-2.0,0.0,12.0,-0.291043,0.0,0.072761
-2.0,0.0,13.0,-0.291774,0.0,0.069772
-2.0,0.0,14.0,-0.29242,0.0,0.067013
-2.0,0.0,15.0,-0.292993,0.0,0.064459
-2.0,0.0,16.0,-0.293505,0.0,0.062088
-2.0,0.0,17.0,-0.293963,0.0,0.059881
-2.0,0.0,18.0,-0.294375,0.0,0.057824
-2.0,0.0,19.0,-0.294746,0.0,0.0559
-2.0,0.0,20.0,-0.295082,0.0,0.054098
-2.0,0.0,21.0,-0.295387,0.0,0.052407
-2.0,0.0,22.0,-0.295665,0.0,0.050817
-2.0,0.0,23.0,-0.295918,0.0,0.04932
-2.0,0.0,24.0,-0.29615,0.0,0.047907
-2.0,0.0,25.0,-0.296363,0.0,0.046571
-2.0,0.0,26.0,-0.296559,0.0,0.045308
-2.0,0.0,27.0,-0.296739,0.0,0.04411
-2.0,0.0,28.0,-0.296906,0.0,0.042973
-2.0,0.0,29.0,-0.297061,0.0,0.041893
-2.0,0.0,30.0,-0.297204,0.0,0.040866
-2.0,0.0,31.0,-0.297337,0.0,0.039887
-2.0,0.0,32.0,-0.29746,0.0,0.038953
-2.0,0.0,33.0,-0.297576,0.0,0.038062
-2.0,0.0,34.0,-0.297683,0.0,0.03721
-2.0,0.0,35.0,-0.297784,0.0,0.036396
-2.0,1.0,-55.0,0.297784,0.0,0.036396
-2.0,1.0,-54.0,0.297683,0.0,0.03721
-2.0,1.0,-53.0,0.297576,0.0,0.038062
-2.0,1.0,-52.0,0.29746,0.0,0.038953
-2.0,1.0,-51.0,0.297337,0.0,0.039887
-2.0,1.0,-50.0,0.297204,0.0,0.040866
-2.0,1.0,-49.0,0.297061,0.0,0.041893
-2.0,1.0,-48.0,0.296906,0.0,0.042973
-2.0,1.0,-47.0,0.296739,0.0,0.04411
-2.0,1.0,-46.0,0.296559,0.0,0.045308
-2.0,1.0,-45.0,0.296363,0.0,0.046571
-2.0,1.0,-44.0,0.29615,0.0,0.047907
-2.0,1.0,-43.0,0.295918,0.0,0.04932
-2.0,1.0,-42.0,0.295665,0.0,0.050817
-2.0,1.0,-41.0,0.295387,0.0,0.052407
-2.0,1.0,-40.0,0.295082,0.0,0.054098
-2.0,1.0,-39.0,0.294746,0.0,0.0559
-2.0,1.0,-38.0,0.294375,0.0,0.057824
-2.0,1.0,-37.0,0.293963,0.0,0.059881
-2.0,1.0,-36.0,0.293505,0.0,0.062088
-2.0,1.0,-35.0,0.292993,0.0,0.064459
-2.0,1.0,-34.0,0.29242,0.0,0.067013
-2.0,1.0,-33.0,0.291774,0.0,0.069772
-2.0,1.0,-32.0,0.291043,0.0,0.072761
-2.0,1.0,-31.0,0.290212,0.0,0.076008
-2.0,1.0,-30.0,0.289262,0.0,0.079547
-2.0,1.0,-29.0,0.288169,0.0,0.083417
-2.0,1.0,-28.0,0.286905,0.0,0.087666
-2.0,1.0,-27.0,0.285433,0.0,0.092346
-2.0,1.0,-26.0,0.283706,0.0,0.097524
-2.0,1.0,-25.0,0.281663,0.0,0.103276
-2.0,1.0,-24.0,0.279225,0.0,0.109696
-2.0,1.0,-23.0,0.27629,0.0,0.116892
-2.0,1.0,-22.0,0.272719,0.0,0.124996
-2.0,1.0,-21.0,0.268328,0.0,0.134164
-2.0,1.0,-20.0,0.262865,0.0,0.144576
-2.0,1.0,-19.0,0.255985,0.0,0.156435
-2.0,1.0,-18.0,0.247213,0.0,0.169959
-2.0,1.0,-17.0,0.235895,0.0,0.185346
-2.0,1.0,-16.0,0.221146,0.0,0.202717
-2.0,1.0,-15.0,0.201802,0.0,0.221982
-2.0,1.0,-14.0,0.176451,0.0,0.242621
-2.0,1.0,-13.0,0.143656,0.0,0.263369
-2.0,1.0,-12.0,0.102523,0.0,0.281938
-2.0,1.0,-11.0,0.053666,0.0,0.295161
-2.0,1.0,-10.0,-0.0,0.0,0.3
-2.0,1.0,-9.0,-0.053666,0.0,0.295161
-2.0,1.0,-8.0,-0.102523,0.0,0.281938
-2.0,1.0,-7.0,-0.143656,0.0,0.263369
-2.0,1.0,-6.0,-0.176451,0.0,0.242621
-2.0,1.0,-5.0,-0.201802,0.0,0.221982
-2.0,1.0,-4.0,-0.221146,0.0,0.202717
-2.0,1.0,-3.0,-0.235895,0.0,0.185346
-2.0,1.0,-2.0,-0.247213,0.0,0.169959
