Subject,Course Number,Section,CRN,Course Title,Credit Hours,Campus,Schedule Type,Instructor,Attribute Type,Reserved Seats,Linked Sections,Unnamed: 12,Days,Start Time,End Time,Building,Room,Start Date,End Date,Total Enrolled,Open Enrolled,Total Waitlist,Open Waitlist
HAHS,1511,644,13146,Local Social Science: Issues of Health and Quality of Life,3.0,Main Campus or Dubois Campus,Lecture,Trudy Moore-Harrison (Primary),Student Data Mart - Gen Ed,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,McEniry,124,08/17/2026,12/10/2026,190,166,20.0,20.0
HAHS,1511,657,13145,Local Social Science: Issues of Health and Quality of Life,3.0,Main Campus or Dubois Campus,Lecture,Pilar Zuber (Primary),Student Data Mart - Gen Ed,,,,"Tuesday,Thursday",08:30  AM,09:45  AM,McEniry,124,08/17/2026,12/10/2026,190,180,50.0,50.0
ENGL,2082,003,17398,"Topics in Film, Performance, and Print & Digital Culture: Around the World in 80 Comics",3.0,Main Campus or Dubois Campus,Lecture,Rob Conkie (Primary),,,,,"Monday,Wednesday",04:00  PM,05:15  PM,McEniry,124,08/17/2026,12/10/2026,85,79,,
ENGL,3081,002,15693,"Topics in Author, Pop Culture, and Genre Studies: Masterpieces of Russian Lit",3.0,Main Campus or Dubois Campus,Lecture,Yekaterina Skorodinskaya (Primary),,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,McEniry,127,08/17/2026,12/10/2026,19,18,,
CJUS,1511,002,12761,Local Social Science: Foundations of Criminal Justice,3.0,Main Campus or Dubois Campus,Lecture,Jesse Mckee (Primary),Student Data Mart - Gen Ed,,,,"Monday,Wednesday,Friday",10:10  AM,11:00  AM,McEniry,125,08/17/2026,12/10/2026,175,129,16.0,16.0
ESCI,1101,001,10346,Earth Science - Geog,3.0,Main Campus or Dubois Campus,Lecture,Amanda Stone (Primary),Student Data Mart - Gen Ed,,,,"Monday,Wednesday,Friday",09:05  AM,09:55  AM,McEniry,125,08/17/2026,12/10/2026,180,139,10.0,10.0
ESCI,1101,003,10345,Earth Science - Geog,3.0,Main Campus or Dubois Campus,Lecture,Jake Armour (Primary),Student Data Mart - Gen Ed,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,McEniry,125,08/17/2026,12/10/2026,180,121,10.0,10.0
ESCI,1101,004,11209,Earth Science - Geog,3.0,Main Campus or Dubois Campus,Lecture,Alexandra Turgul (Primary),Student Data Mart - Gen Ed,,,,"Monday,Wednesday,Friday",12:20  PM,01:10  PM,McEniry,125,08/17/2026,12/10/2026,180,138,10.0,10.0
ESCI,1101L,013,10469,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Friday,08:00  AM,10:45  AM,McEniry,110,08/17/2026,12/10/2026,25,19,2.0,2.0
ESCI,1101L,L01,10453,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Monday,08:00  AM,10:45  AM,McEniry,110,08/17/2026,12/10/2026,25,18,2.0,2.0
ESCI,1101L,L02,10454,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Monday,11:15  AM,02:00  PM,McEniry,110,08/17/2026,12/10/2026,25,1,2.0,2.0
ESCI,1101L,L03,10455,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Monday,02:30  PM,05:15  PM,McEniry,110,08/17/2026,12/10/2026,25,6,2.0,2.0
ESCI,1101L,L04,10456,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Tuesday,11:30  AM,02:15  PM,McEniry,110,08/17/2026,12/10/2026,26,4,2.0,2.0
ESCI,1101L,L05,10457,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Tuesday,08:30  AM,11:15  AM,McEniry,110,08/17/2026,12/10/2026,25,20,2.0,2.0
ESCI,1101L,L06,10458,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Tuesday,02:30  PM,05:15  PM,McEniry,110,08/17/2026,12/10/2026,25,13,2.0,2.0
ESCI,1101L,L07,10459,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Wednesday,08:00  AM,10:45  AM,McEniry,110,08/17/2026,12/10/2026,25,18,2.0,2.0
ESCI,1101L,L08,10460,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Wednesday,11:15  AM,02:00  PM,McEniry,110,08/17/2026,12/10/2026,25,9,5.0,5.0
ESCI,1101L,L09,10461,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Wednesday,02:30  PM,05:15  PM,McEniry,110,08/17/2026,12/10/2026,25,15,2.0,2.0
ESCI,1101L,L10,10462,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Thursday,08:30  AM,11:15  AM,McEniry,110,08/17/2026,12/10/2026,25,24,2.0,2.0
ESCI,1101L,L11,10463,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Thursday,11:30  AM,02:15  PM,McEniry,110,08/17/2026,12/10/2026,25,22,2.0,2.0
ESCI,1101L,L12,10464,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Thursday,02:30  PM,05:15  PM,McEniry,110,08/17/2026,12/10/2026,25,21,2.0,2.0
ESCI,1101L,L17,12579,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Friday,11:15  AM,02:00  PM,McEniry,110,08/17/2026,12/10/2026,25,19,2.0,2.0
ESCI,1101L,L90,10466,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Monday,05:30  PM,08:15  PM,McEniry,110,08/17/2026,12/10/2026,25,23,2.0,2.0
ESCI,1101L,L91,10467,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Tuesday,05:30  PM,08:15  PM,McEniry,110,08/17/2026,12/10/2026,25,23,2.0,2.0
ESCI,1101L,L92,10468,Earth Science - Geography Lab,1.0,Main Campus or Dubois Campus,Lab,David Vinson (Primary),,,,,Wednesday,05:30  PM,08:15  PM,McEniry,110,08/17/2026,12/10/2026,25,23,2.0,2.0
ESCI,1501,002,13969,"Global Social Science: Environment, Society, and Sustainability",3.0,Main Campus or Dubois Campus,Lecture,Alexandra Turgul (Primary),Student Data Mart - Gen Ed,,,,"Monday,Wednesday",02:30  PM,03:45  PM,McEniry,116,08/17/2026,12/10/2026,80,53,5.0,5.0
ESCI,2210,001,11040,Field Meth in Earth & Env Sci,3.0,Main Campus or Dubois Campus,Lecture,Jake Armour (Primary),,,,,Friday,10:10  AM,12:55  PM,McEniry,201,08/17/2026,12/10/2026,20,0,2.0,1.0
ESCI,2210,002,13197,Field Meth in Earth & Env Sci,3.0,Main Campus or Dubois Campus,Lecture,Sara Gagne (Primary),,,,,Tuesday,08:30  AM,11:15  AM,McEniry,201,08/17/2026,12/10/2026,20,2,2.0,2.0
ESCI,3000,001,17657,Topics in Earth Sciences: Extinction in Space and Time,3.0,Main Campus or Dubois Campus,Lecture,Bill Garcia (Primary),,,,,"Tuesday,Thursday",04:00  PM,05:15  PM,McEniry,401,08/17/2026,12/10/2026,18,11,,
ESCI,3101,001,11210,Global Environmental Change,3.0,Main Campus or Dubois Campus,Lecture,Jack Scheff (Primary),,,,,"Monday,Wednesday",02:30  PM,03:45  PM,McEniry,127,08/17/2026,12/10/2026,48,15,4.0,4.0
ESCI,3105,001,12497,Oceanography,3.0,Main Campus or Dubois Campus,Lecture,Drew Syverson (Primary),,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,McEniry,123,08/17/2026,12/10/2026,45,0,3.0,2.0
ESCI,3190,001,11354,Biogeography,3.0,Main Campus or Dubois Campus,Lecture,Bill Garcia (Primary),,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,McEniry,123,08/17/2026,12/10/2026,45,13,4.0,4.0
ESCI,3220,001,13016,Air Quality,3.0,Main Campus or Dubois Campus,Lecture,Brian Magi (Primary),,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,McEniry,118,08/17/2026,12/10/2026,30,0,3.0,3.0
ESCI,4000,001,15617,Topics in Earth Sciences: Freshwater Ecosystems,4.0,Main Campus or Dubois Campus,Lecture,Sandra Clinton (Primary),,,,,"Monday,Wednesday,Friday",01:25  PM,02:15  PM,McEniry,105,08/17/2026,12/10/2026MondaySMTWTFS02:30  PM - 05:15  PM Type: Class Building: McEniry Room: 105 Start Date: 08/17/2026 End Date: 12/10/2026,12,10,2.0,2.0
ESCI,4170,001,12790,Fundamentals of Remote Sensing,4.0,Main Campus or Dubois Campus,Lecture,Gang Chen (Primary),,,,,Friday,08:00  AM,11:00  AM,McEniry,420,08/17/2026,"12/10/2026Tuesday,ThursdaySMTWTFS10:00  AM - 11:15  AM Type: Class Building: McEniry Room: 420 Start Date: 08/17/2026 End Date: 12/10/2026",20,12,2.0,2.0
ESCI,4201,001,12792,Hydroclimatology,3.0,Main Campus or Dubois Campus,Lecture,Jack Scheff (Primary),,,,,"Monday,Wednesday",01:00  PM,02:15  PM,McEniry,127,08/17/2026,12/10/2026,19,0,1.0,1.0
ESCI,4210,001,15615,Soil Science,4.0,Main Campus or Dubois Campus,Lecture,Missy Eppes (Primary),,,,,Wednesday,11:15  AM,02:15  PM,McEniry,215,08/17/2026,"12/10/2026Monday,WednesdaySMTWTFS02:30  PM - 03:45  PM Type: Class Building: McEniry Room: 215 Start Date: 08/17/2026 End Date: 12/10/2026",18,0,2.0,0.0
ESCI,4222,001,15589,Watershed Science,3.0,Main Campus or Dubois Campus,Lecture,Craig Allan (Primary),,,,,Monday,05:30  PM,08:15  PM,McEniry,116,08/17/2026,12/10/2026,30,9,,
ESCI,5000,002,15618,Topics in Earth Sciences: Freshwater Ecosystems,4.0,Main Campus or Dubois Campus,Lecture,Sandra Clinton (Primary),,,,,"Monday,Wednesday,Friday",01:25  PM,02:15  PM,McEniry,105,08/17/2026,12/10/2026MondaySMTWTFS02:30  PM - 05:15  PM Type: Class Building: McEniry Room: 105 Start Date: 08/17/2026 End Date: 12/10/2026,4,1,,
ESCI,5110,001,15591,Atmospheric Instrumentation,3.0,Main Campus or Dubois Campus,Lecture,Matthew Eastin (Primary),,,,,"Monday,Wednesday,Friday",11:15  AM,12:05  PM,McEniry,203,08/17/2026,12/10/2026,4,3,,
ESCI,5170,001,12791,Fundamentals of Remote Sensing,4.0,Main Campus or Dubois Campus,Lecture,Gang Chen (Primary),,,,,Friday,08:00  AM,11:00  AM,McEniry,420,08/17/2026,"12/10/2026Tuesday,ThursdaySMTWTFS10:00  AM - 11:15  AM Type: Class Building: McEniry Room: 420 Start Date: 08/17/2026 End Date: 12/10/2026",5,3,,
ESCI,5201,001,12793,Hydroclimatology,3.0,Main Campus or Dubois Campus,Lecture,Jack Scheff (Primary),,,,,"Monday,Wednesday",01:00  PM,02:15  PM,McEniry,127,08/17/2026,12/10/2026,4,1,,
ESCI,5210,001,15616,Soil Science,4.0,Main Campus or Dubois Campus,Lecture,Missy Eppes (Primary),,,,,Wednesday,11:15  AM,02:15  PM,McEniry,215,08/17/2026,"12/10/2026Monday,WednesdaySMTWTFS02:30  PM - 03:45  PM Type: Class Building: McEniry Room: 215 Start Date: 08/17/2026 End Date: 12/10/2026",4,2,,
ESCI,5222,001,15590,Watershed Science,3.0,Main Campus or Dubois Campus,Lecture,Craig Allan (Primary),,,,,Monday,05:30  PM,08:15  PM,McEniry,116,08/17/2026,12/10/2026,10,10,,
ESCI,5250,001,15592,Adv Dynamic Meteorology,3.0,Main Campus or Dubois Campus,Lecture,Casey Davenport (Primary),,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,McEniry,405,08/17/2026,12/10/2026,3,3,,
ESCI,5251,001,14020,Adv Synoptic Meteorology,3.0,Main Campus or Dubois Campus,Lecture,Matthew Eastin (Primary),,,,,"Monday,Wednesday",02:30  PM,03:45  PM,McEniry,401,08/17/2026,12/10/2026,5,5,,
ESCI,5320,001,14021,Tropical Meteorology,3.0,Main Campus or Dubois Campus,Lecture,Matthew Eastin (Primary),,,,,"Monday,Wednesday",04:00  PM,05:15  PM,McEniry,401,08/17/2026,12/10/2026,5,5,,
ESCI,6000,001,14047,Topics in Earth Sciences: Climate Science,3.0,Main Campus or Dubois Campus,Lecture,Ian Chang (Primary),,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,McEniry,116,08/17/2026,12/10/2026,7,0,,
ESCI,6130,001,15593,Teaching and Learning in the Geosciences,3.0,Main Campus or Dubois Campus,Lecture,Casey Davenport (Primary),,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,McEniry,203,08/17/2026,12/10/2026,5,1,,
ESCI,6202,001,15594,Biogeochemical Cycles,3.0,Main Campus or Dubois Campus,Lecture,Craig Allan (Primary),,,,,Wednesday,05:30  PM,08:15  PM,McEniry,405,08/17/2026,12/10/2026,15,12,,
ESCI,6600,001,11099,Earth Sciences Grad Seminar,1.0,Main Campus or Dubois Campus,Lecture,Brian Magi (Primary),,,,,Friday,02:30  PM,03:45  PM,McEniry,116,08/17/2026,12/10/2026,26,15,3.0,3.0
ESCI,6600,002,12575,Earth Sciences Grad Seminar,1.0,Main Campus or Dubois Campus,Lecture,Brian Magi (Primary),,,,,Friday,02:30  PM,03:45  PM,McEniry,116,08/17/2026,12/10/2026,7,5,,
ECON,2101,005,10910,Principles of Macroeconomics,3.0,Main Campus or Dubois Campus,Lecture,,"Social Science Requirement

Student Data Mart - Gen Ed",,,,"Tuesday,Thursday",01:00  PM,02:15  PM,McEniry,124,08/17/2026,12/10/2026,125,0,11.0,11.0
BIOL,8140,001,13122,Evolutionary Biology,3.0,Main Campus or Dubois Campus,Lecture,Tuan Cao (Primary),,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,McEniry,123,08/17/2026,12/10/2026,12,9,3.0,3.0
BUSN,1101,B01,11344,Introduction to Business and Professional Development,3.0,Main Campus or Dubois Campus,Lecture,Nicole Montgomery (Primary),,,,,"Monday,Wednesday,Friday",12:20  PM,01:10  PM,McEniry,116,08/17/2026,12/10/2026,35,35,3.0,3.0
BLAW,3150,003,11076,Business Law I,3.0,Main Campus or Dubois Campus,Lecture,Carla Boles (Primary),,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,McEniry,124,08/17/2026,12/10/2026,155,0,10.0,1.0
CHEM,1251,001,10444,General Chemistry I,3.0,Main Campus or Dubois Campus,Lecture,Eric McKenzie (Primary),Student Data Mart - Gen Ed,,,,"Monday,Wednesday,Friday",10:10  AM,11:00  AM,McEniry,124,08/17/2026,12/10/2026MondaySMTWTFS02:30  PM - 03:45  PM Type: Class Building: McEniry Room: 125 Start Date: 08/17/2026 End Date: 12/10/2026ThursdaySMTWTFS04:00  PM - 05:15  PM Type: Class Building: McEniry Room: 124 Start Date: 08/17/2026 End Date: 12/10/2026,175,47,17.0,17.0
CHEM,1251,002,10866,General Chemistry I,3.0,Main Campus or Dubois Campus,Lecture,Eric McKenzie (Primary),Student Data Mart - Gen Ed,,,,"Monday,Wednesday,Friday",11:15  AM,12:05  PM,McEniry,125,08/17/2026,12/10/2026WednesdaySMTWTFS02:30  PM - 03:45  PM Type: Class Building: Storrs Room: 110 Start Date: 08/17/2026 End Date: 12/10/2026ThursdaySMTWTFS05:30  PM - 06:45  PM Type: Class Building: Storrs Room: 110 Start Date: 08/17/2026 End Date: 12/10/2026,150,57,,
CHEM,1251,004,10886,General Chemistry I,3.0,Main Campus or Dubois Campus,Lecture,Chase Slowey (Primary),Student Data Mart - Gen Ed,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,McEniry,125,08/17/2026,12/10/2026WednesdaySMTWTFS04:00  PM - 05:15  PM Type: Class Building: McEniry Room: 125 Start Date: 08/17/2026 End Date: 12/10/2026ThursdaySMTWTFS04:00  PM - 05:15  PM Type: Class Building: College of Health & Human Serv Room: 155 Start Date: 08/17/2026 End Date: 12/10/2026,175,43,17.0,17.0
CHEM,1251,005,12196,General Chemistry I,3.0,Main Campus or Dubois Campus,Lecture,Ali Koohang (Primary),Student Data Mart - Gen Ed,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,McEniry,125,08/17/2026,12/10/2026WednesdaySMTWTFS02:30  PM - 03:45  PM Type: Class Building: Fretwell Room: 100 Start Date: 08/17/2026 End Date: 12/10/2026ThursdaySMTWTFS05:30  PM - 06:45  PM Type: Class Building: McEniry Room: 124 Start Date: 08/17/2026 End Date: 12/10/2026,175,119,17.0,17.0
CHEM,1252,001,10868,General Chemistry II,3.0,Main Campus or Dubois Campus,Lecture,,Student Data Mart - Gen Ed,,,,"Monday,Wednesday,Friday",09:05  AM,09:55  AM,McEniry,124,08/17/2026,12/10/2026WednesdaySMTWTFS04:00  PM - 05:15  PM Type: Class Building: Energy Prod & Infrastructr Ctr Room: G256 Start Date: 08/17/2026 End Date: 12/10/2026MondaySMTWTFS05:30  PM - 06:45  PM Type: Class Building: McEniry Room: 125 Start Date: 08/17/2026 End Date: 12/10/2026,165,90,16.0,16.0
CHEM,1252,002,11544,General Chemistry II,3.0,Main Campus or Dubois Campus,Lecture,Taylor Outlaw (Primary),Student Data Mart - Gen Ed,,,,"Tuesday,Thursday",08:30  AM,09:45  AM,McEniry,125,08/17/2026,12/10/2026WednesdaySMTWTFS02:30  PM - 03:45  PM Type: Class Building: McEniry Room: 125 Start Date: 08/17/2026 End Date: 12/10/2026MondaySMTWTFS05:30  PM - 06:45  PM Type: Class Building: College of Health & Human Serv Room: 155 Start Date: 08/17/2026 End Date: 12/10/2026,165,87,16.0,16.0
CHEM,3141L,L02,10570,Physical Chemistry Lab,1.0,Main Campus or Dubois Campus,Lab,Lauren Woods (Primary),,,,,Wednesday,02:30  PM,05:15  PM,McEniry,405,08/17/2026,12/10/2026,12,0,2.0,0.0
CHNS,3050,001,15471,Topics in Chinese: Chinese Film,3.0,Main Campus or Dubois Campus,Lecture,Amanda Zhou (Primary),,,,,"Monday,Wednesday",02:30  PM,03:45  PM,McEniry,123,08/17/2026,12/10/2026,24,0,2.0,1.0
COMM,2100,005,13337,Intro to Comm Theory,3.0,Main Campus or Dubois Campus,Lecture,Cliff Scott (Primary),,,,,"Monday,Wednesday",12:20  PM,01:10  PM,McEniry,124,08/17/2026,12/10/2026FridaySMTWTFS12:20  PM - 01:10  PM Type: Class Building: Fretwell Room: 410 Start Date: 08/17/2026 End Date: 12/10/2026,20,0,,
COMM,2100,006,13338,Intro to Comm Theory,3.0,Main Campus or Dubois Campus,Lecture,Cliff Scott (Primary),,,,,"Monday,Wednesday",12:20  PM,01:10  PM,McEniry,124,08/17/2026,12/10/2026FridaySMTWTFS01:25  PM - 02:15  PM Type: Class Building: Fretwell Room: 410 Start Date: 08/17/2026 End Date: 12/10/2026,20,2,,
COMM,4652,001,12941,Advanced Seminar in Media & Technology Studies: Global Media,3.0,Main Campus or Dubois Campus,Seminar,Min Jiang (Primary),,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,McEniry,118,08/17/2026,12/10/2026,30,13,3.0,3.0
ITSC,3160,002,14963,Database Design and Implementation,3.0,Main Campus or Dubois Campus,Lecture,Todd Dobbs (Primary),,,,,Thursday,04:00  PM,05:15  PM,McEniry,116,08/17/2026,12/10/2026,75,0,8.0,7.0
ACCT,3323,006,17733,Intermediate Accounting I,3.0,Main Campus or Dubois Campus,Lecture,Paul Tanyi (Primary),,,,,"Tuesday,Thursday",02:30  PM,03:45  PM,McEniry,401,08/17/2026,12/10/2026,10,6,,
ACCT,3323,090,17618,Intermediate Accounting I,3.0,Main Campus or Dubois Campus,Lecture,Ashley Samaroo (Primary),,,,,Tuesday,05:30  PM,08:15  PM,McEniry,123,08/17/2026,12/10/2026,30,3,,
AMST,3050,004,12512,Topics in AMST: The Vietnam War in Popular American Culture,3.0,Main Campus or Dubois Campus,Lecture,Wolfgang Schacht (Primary),,,,,"Tuesday,Thursday",01:00  PM,02:15  PM,McEniry,127,08/17/2026,12/10/2026,40,35,4.0,4.0
AMST,3100,004,15809,Intro to American Studies: The 2000s,3.0,Main Campus or Dubois Campus,Lecture,LeeAnn Pounds (Primary),,,,,"Tuesday,Thursday",04:00  PM,05:15  PM,McEniry,127,08/17/2026,12/10/2026,48,36,5.0,5.0
ANTH,4601,001,10248,Seminar in General Anthropology,3.0,Main Campus or Dubois Campus,Seminar,Nicole Peterson (Primary),,,,,"Monday,Wednesday",11:15  AM,12:05  PM,McEniry,118,08/17/2026,12/10/2026,18,10,,
ANTH,4611,001,12130,Senior Seminar in Applied Anthropology,3.0,Main Campus or Dubois Campus,Seminar,Nicole Peterson (Primary),Student Data Mart - Gen Ed,,,,"Monday,Wednesday",11:15  AM,12:05  PM,McEniry,118,08/17/2026,12/10/2026,10,6,,
ARTB,1206,001,10204,First Year Seminar,3.0,Main Campus or Dubois Campus,Lecture,Jae Emerling (Primary),,,,,Friday,12:20  PM,02:50  PM,McEniry,124,08/17/2026,12/10/2026,150,91,,
BIOL,1110,003,10527,Principles of Biology I,3.0,Main Campus or Dubois Campus,Lecture,Sam Suptela (Primary),Student Data Mart - Gen Ed,,,,"Tuesday,Thursday",11:30  AM,12:45  PM,McEniry,116,08/17/2026,12/10/2026,50,0,,
BIOL,6140,001,13121,Evolutionary Biology,3.0,Main Campus or Dubois Campus,Lecture,Tuan Cao (Primary),,,,,"Tuesday,Thursday",10:00  AM,11:15  AM,McEniry,123,08/17/2026,12/10/2026,12,1,3.0,3.0
